id,original_tweet,original_tweet_id,original_user,quoted_text
953001468394655745,Klein ISD is closely monitoring the weather forecast. Stay tuned to our social media posts or websites for updates. https://t.co/g3joxUamkI,952962194710331393,KleinISD,Our area might get it's 3rd round of winter weather this season. Stay on top of it! #houwx https://t.co/tJ366l4cEI
953001468394655745,Klein ISD is closely monitoring the weather forecast. Stay tuned to our social media posts or websites for updates. https://t.co/g3joxUamkI,952962194710331393,KleinISD,Our area might get it's 3rd round of winter weather this season. Stay on top of it! #houwx https://t.co/tJ366l4cEI
953001468394655745,Klein ISD is closely monitoring the weather forecast. Stay tuned to our social media posts or websites for updates. https://t.co/g3joxUamkI,952962194710331393,KleinISD,Our area might get it's 3rd round of winter weather this season. Stay on top of it! #houwx https://t.co/tJ366l4cEI
953001468394655745,Klein ISD is closely monitoring the weather forecast. Stay tuned to our social media posts or websites for updates. https://t.co/g3joxUamkI,952962194710331393,KleinISD,Our area might get it's 3rd round of winter weather this season. Stay on top of it! #houwx https://t.co/tJ366l4cEI
953733248919789568,IH-610 WEST LOOP Southbound At N BRAESWOOD BLVD - Ice On Roadway - Status: Cleared at 2:41 PM,953729164636491776,ih610w_traffic,❄️610 West Loop is now open. Watch for ice &amp; drive carefully. Forecast shows a drop back into freezing temperatures… https://t.co/9nD1JBdoQ3
953256427220500481,"As Texas braces itself for Winter Storm Inga, TxDOT continues pre-treating roads in anticipation of freezing rain a… https://t.co/dbmPDsn2Z6",953079378560323584,TxDOT,Frozen precipitation will impact elevated surfaces like overpasses and bridges. Hard Freeze Warnings &amp; Wind Chill A… https://t.co/zg3uxk3e2p
953015984494989314,A Winter Storm Warning has been issued for portions of the area (including Houston).  A Winter Weather Advisory rem… https://t.co/aIbudoeb70,953015127439216641,NWSHouston,"@IanMckayWx Time to press the reset button! Winter Storm Warning has been issued. #houwx 

https://t.co/uMi7DFBG89"
952539770651017218,A couple comments on potential for wintry precip this week. Let's look at the 84 hour forecast...this is Tuesday ev… https://t.co/SIyyEArMuY,952225600227479553,mattlanza,"Wintry precip: always a major headache for southeast Texas forecasters.

Great thread, @mattlanza. #houwx https://t.co/UxZ23ZNgzv"
953733248919789568,IH-610 WEST LOOP Southbound At N BRAESWOOD BLVD - Ice On Roadway - Status: Cleared at 2:41 PM,953729164636491776,ih610w_traffic,❄️610 West Loop is now open. Watch for ice &amp; drive carefully. Forecast shows a drop back into freezing temperatures… https://t.co/9nD1JBdoQ3
953551981594935298,"Thank you to all of the Deputies, Deputy Constables, Firefighters, Troopers, EMS, wrecker drivers, TXDOT, FBC Road… https://t.co/ml1YQh4gwt",953387785368539141,SheriffTNehls,#thankyou #houwx #houstonweather https://t.co/C4sZzACdmk
953551762950062080,All U.S. Highway 59 main lanes through Sugar Land in both directions (southbound and northbound) are closed.  Dange… https://t.co/rsGumQJkCi,953401802992562177,SugarLandtxgov,#houwx #houstonweather https://t.co/ZfVYNoUi4N
953256427220500481,"As Texas braces itself for Winter Storm Inga, TxDOT continues pre-treating roads in anticipation of freezing rain a… https://t.co/dbmPDsn2Z6",953079378560323584,TxDOT,Frozen precipitation will impact elevated surfaces like overpasses and bridges. Hard Freeze Warnings &amp; Wind Chill A… https://t.co/zg3uxk3e2p
953251043000946688,Reports of ice on roadways has begun. PLEASE stay off of roads if possible. Continue monitoring local weather repor… https://t.co/wFc3ZZKZt7,953248819172511744,HCSOTexas,"Everyone please be safe. Reported ice on roadways in #Houston.
#houstonweather #houwx #txwx #txweather #HOUTraffic… https://t.co/sEur1G4hW0"
953015984494989314,A Winter Storm Warning has been issued for portions of the area (including Houston).  A Winter Weather Advisory rem… https://t.co/aIbudoeb70,953015127439216641,NWSHouston,"@IanMckayWx Time to press the reset button! Winter Storm Warning has been issued. #houwx 

https://t.co/uMi7DFBG89"
952539770651017218,A couple comments on potential for wintry precip this week. Let's look at the 84 hour forecast...this is Tuesday ev… https://t.co/SIyyEArMuY,952225600227479553,mattlanza,"Wintry precip: always a major headache for southeast Texas forecasters.

Great thread, @mattlanza. #houwx https://t.co/UxZ23ZNgzv"
953001468394655745,Klein ISD is closely monitoring the weather forecast. Stay tuned to our social media posts or websites for updates. https://t.co/g3joxUamkI,952962194710331393,KleinISD,Our area might get it's 3rd round of winter weather this season. Stay on top of it! #houwx https://t.co/tJ366l4cEI
953733248919789568,IH-610 WEST LOOP Southbound At N BRAESWOOD BLVD - Ice On Roadway - Status: Cleared at 2:41 PM,953729164636491776,ih610w_traffic,❄️610 West Loop is now open. Watch for ice &amp; drive carefully. Forecast shows a drop back into freezing temperatures… https://t.co/9nD1JBdoQ3
953256427220500481,"As Texas braces itself for Winter Storm Inga, TxDOT continues pre-treating roads in anticipation of freezing rain a… https://t.co/dbmPDsn2Z6",953079378560323584,TxDOT,Frozen precipitation will impact elevated surfaces like overpasses and bridges. Hard Freeze Warnings &amp; Wind Chill A… https://t.co/zg3uxk3e2p
953251043000946688,Reports of ice on roadways has begun. PLEASE stay off of roads if possible. Continue monitoring local weather repor… https://t.co/wFc3ZZKZt7,953248819172511744,HCSOTexas,"Everyone please be safe. Reported ice on roadways in #Houston.
#houstonweather #houwx #txwx #txweather #HOUTraffic… https://t.co/sEur1G4hW0"
953015984494989314,A Winter Storm Warning has been issued for portions of the area (including Houston).  A Winter Weather Advisory rem… https://t.co/aIbudoeb70,953015127439216641,NWSHouston,"@IanMckayWx Time to press the reset button! Winter Storm Warning has been issued. #houwx 

https://t.co/uMi7DFBG89"
952539770651017218,A couple comments on potential for wintry precip this week. Let's look at the 84 hour forecast...this is Tuesday ev… https://t.co/SIyyEArMuY,952225600227479553,mattlanza,"Wintry precip: always a major headache for southeast Texas forecasters.

Great thread, @mattlanza. #houwx https://t.co/UxZ23ZNgzv"
953331056270245888,Follow @CNPAlerts for breaking service-related news from CenterPoint Energy. https://t.co/JjSLuNY9LQ,953319578368692224,energyinsights,Shout out to our #CEDHOU Charging Station Underwriter for not only keeping us informed during this #WinterStorm but… https://t.co/PevQHVzUoB
953698431549235200,Whoa! This is the Southwest Freeway at Chimney Rock. Look at all the people driving BACKWARDS to avoid the backup f… https://t.co/vzP7zC54Oc,953672898186752000,TravisABC13,"“Please stay off the roads, icy conditions persist” means... stay off the roads. 🤦🏼‍♂️

#houwx #txwx https://t.co/fTINGPFYAz"
953625999413010432,"Dios mio, que frío! https://t.co/6ykys31Jo9",953358996139921408,FireChiefofHFD,#AyDiosFrio18 #houwx #txwx #WinterWeather https://t.co/QQ2y1eYgSL
953619550859350016,Yep. It's that cold. https://t.co/OSiTUC8ymC,953469001904132096,JohnDawsonFox26,Guys... #houwx https://t.co/TQOEBPieQD
953613755388256256,We have to continue staying off the roads this morning.  Dangerous conditions throughout Houston. Most freeways are… https://t.co/rm1QNT1xWA,953584550810177537,HoustonOEM,Clear skies and sunshine may give false impressions this morning. No improvement yet to current road conditions fro… https://t.co/kanaUE570B
953600597726461958,Harris Co @SheriffEd_HCSO : 582 crash reports in last 24 hours. There has been 1 fatal accident in Houston area due to ice. #KHOU11,953598798294593536,KHOUStephanie,This is why you’re being asked to stay home. I guarantee most of those 582 drivers thought they could make it too.… https://t.co/mrMj0RRlWm
953471598920642561,This map from @houstontranstar shows the extent of the traffic problems we have across town. It's not worth traveli… https://t.co/HCcLfxBNmR,953462830707150848,HoustonOEM,"Y’all. Chances are it can wait. Get off of the roads. 
#houwx #txwx https://t.co/L201iL9hmF"
953449794395090944,Please don’t go driving around tonight. You really don’t want to end up on the news that way. #abc13 #houwx #icewitnessnews 😑😑,953440456192520192,miyashay,Wise advice from @miyashay. I appreciate all the reporters and journalists for covering #houstonweather. Praying fo… https://t.co/Q66VOTWfg1
953444473396187136,Temps my drop into the low 20s tonight. Wind chill could make it feel like the 10s. Remember the 4 P’s as you… https://t.co/Ob22OugfKP,953386177503137792,ReadyHarris,"If you can, stay in doors tonight. With temperatures below freezing, water on roads could freeze and make for hazar… https://t.co/A55dOdgi11"
953444357163618304,Warming center at 2801 Condi needs food donations.  Call Erica Davis (pictured here) 832-286-3876 or tweet… https://t.co/xEDCHyMZyv,953436689342529537,TomAbrahams13,#houwx Has Us Opening Warming Centers and This One Needs #Help https://t.co/58L4KEGEaH
953429813888471040,"Average number of traffic crashes in 24 hour period is about 226, today we’ve had well over 300 in a 9 hour period… https://t.co/0N9C00ONEF",953427873536397320,ArtAcevedo,Let that sink in.  Avoid the roads in Houston.  Conditions are dangerous. #HOUWX https://t.co/16cWNXxHZE
953405484148625409,"WEATHER UPDATE: All #HISD schools and offices are closed Wednesday, 1/17 due to continuing inclement weather. Set t… https://t.co/n2g6ZYIOXd",953397703588933638,HoustonISD,"Houston residents should prepare for very cold temperatures overnight. If you need to access a warming center, call… https://t.co/b7i3w816QU"
953296014554927107,"BREAKING: Winter Storm Warning has been extended now to incude all the coastal counties, including Galveston. Heavy… https://t.co/aMsScT9Zxj",953295196594278401,KHOUweather,And we thought 2017 was a challenging weather year! 2018 weather kicking off early. #ItsSoCold #icepocalypse #houwx https://t.co/nMqoA2QTO1
953251043000946688,Reports of ice on roadways has begun. PLEASE stay off of roads if possible. Continue monitoring local weather repor… https://t.co/wFc3ZZKZt7,953248819172511744,HCSOTexas,"Everyone please be safe. Reported ice on roadways in #Houston.
#houstonweather #houwx #txwx #txweather #HOUTraffic… https://t.co/sEur1G4hW0"
953251043000946688,Reports of ice on roadways has begun. PLEASE stay off of roads if possible. Continue monitoring local weather repor… https://t.co/wFc3ZZKZt7,953248819172511744,HCSOTexas,"Everyone please be safe. Reported ice on roadways in #Houston.
#houstonweather #houwx #txwx #txweather #HOUTraffic… https://t.co/sEur1G4hW0"
953698431549235200,Whoa! This is the Southwest Freeway at Chimney Rock. Look at all the people driving BACKWARDS to avoid the backup f… https://t.co/vzP7zC54Oc,953672898186752000,TravisABC13,"“Please stay off the roads, icy conditions persist” means... stay off the roads. 🤦🏼‍♂️

#houwx #txwx https://t.co/fTINGPFYAz"
953625999413010432,"Dios mio, que frío! https://t.co/6ykys31Jo9",953358996139921408,FireChiefofHFD,#AyDiosFrio18 #houwx #txwx #WinterWeather https://t.co/QQ2y1eYgSL
953619550859350016,Yep. It's that cold. https://t.co/OSiTUC8ymC,953469001904132096,JohnDawsonFox26,Guys... #houwx https://t.co/TQOEBPieQD
953613755388256256,We have to continue staying off the roads this morning.  Dangerous conditions throughout Houston. Most freeways are… https://t.co/rm1QNT1xWA,953584550810177537,HoustonOEM,Clear skies and sunshine may give false impressions this morning. No improvement yet to current road conditions fro… https://t.co/kanaUE570B
953600597726461958,Harris Co @SheriffEd_HCSO : 582 crash reports in last 24 hours. There has been 1 fatal accident in Houston area due to ice. #KHOU11,953598798294593536,KHOUStephanie,This is why you’re being asked to stay home. I guarantee most of those 582 drivers thought they could make it too.… https://t.co/mrMj0RRlWm
953471598920642561,This map from @houstontranstar shows the extent of the traffic problems we have across town. It's not worth traveli… https://t.co/HCcLfxBNmR,953462830707150848,HoustonOEM,"Y’all. Chances are it can wait. Get off of the roads. 
#houwx #txwx https://t.co/L201iL9hmF"
953449794395090944,Please don’t go driving around tonight. You really don’t want to end up on the news that way. #abc13 #houwx #icewitnessnews 😑😑,953440456192520192,miyashay,Wise advice from @miyashay. I appreciate all the reporters and journalists for covering #houstonweather. Praying fo… https://t.co/Q66VOTWfg1
953444473396187136,Temps my drop into the low 20s tonight. Wind chill could make it feel like the 10s. Remember the 4 P’s as you… https://t.co/Ob22OugfKP,953386177503137792,ReadyHarris,"If you can, stay in doors tonight. With temperatures below freezing, water on roads could freeze and make for hazar… https://t.co/A55dOdgi11"
953444357163618304,Warming center at 2801 Condi needs food donations.  Call Erica Davis (pictured here) 832-286-3876 or tweet… https://t.co/xEDCHyMZyv,953436689342529537,TomAbrahams13,#houwx Has Us Opening Warming Centers and This One Needs #Help https://t.co/58L4KEGEaH
953429813888471040,"Average number of traffic crashes in 24 hour period is about 226, today we’ve had well over 300 in a 9 hour period… https://t.co/0N9C00ONEF",953427873536397320,ArtAcevedo,Let that sink in.  Avoid the roads in Houston.  Conditions are dangerous. #HOUWX https://t.co/16cWNXxHZE
953405484148625409,"WEATHER UPDATE: All #HISD schools and offices are closed Wednesday, 1/17 due to continuing inclement weather. Set t… https://t.co/n2g6ZYIOXd",953397703588933638,HoustonISD,"Houston residents should prepare for very cold temperatures overnight. If you need to access a warming center, call… https://t.co/b7i3w816QU"
953296014554927107,"BREAKING: Winter Storm Warning has been extended now to incude all the coastal counties, including Galveston. Heavy… https://t.co/aMsScT9Zxj",953295196594278401,KHOUweather,And we thought 2017 was a challenging weather year! 2018 weather kicking off early. #ItsSoCold #icepocalypse #houwx https://t.co/nMqoA2QTO1
953551981594935298,"Thank you to all of the Deputies, Deputy Constables, Firefighters, Troopers, EMS, wrecker drivers, TXDOT, FBC Road… https://t.co/ml1YQh4gwt",953387785368539141,SheriffTNehls,#thankyou #houwx #houstonweather https://t.co/C4sZzACdmk
953551762950062080,All U.S. Highway 59 main lanes through Sugar Land in both directions (southbound and northbound) are closed.  Dange… https://t.co/rsGumQJkCi,953401802992562177,SugarLandtxgov,#houwx #houstonweather https://t.co/ZfVYNoUi4N
953296014554927107,"BREAKING: Winter Storm Warning has been extended now to incude all the coastal counties, including Galveston. Heavy… https://t.co/aMsScT9Zxj",953295196594278401,KHOUweather,And we thought 2017 was a challenging weather year! 2018 weather kicking off early. #ItsSoCold #icepocalypse #houwx https://t.co/nMqoA2QTO1
952972923605848064,Freezing rain appears to be the most likely precipitation type on Tuesday with maybe some sleet mixed during the af… https://t.co/ooiaIujz5o,952924358741241856,JeffLindner1,Freezing rain is one of the most impactful forms of precipitation IMO. Only takes a little to do a lot. #houwx #txwx https://t.co/37IvWOr5oI
