,id,text,username
1256,953408410598412289,"We’re asking people to stay out of the elements. Unfortunately, we have had one death due to exposure of hypothermia. 

If you do not have to be on the streets, please do not. You are exposing yourself to danger.-@FireChiefofHFD #houwx",JeffSyptak
1257,953407224751296512,I would like to thank @houstonpolice and @HoustonFire for helping our #homeless population to get off the streets and get to one of our warming centers. We want people to be in a safe environment.-@SylvesterTurner #houwx #houstonweather,JeffSyptak
1258,953406919515000832,.@HoustonPWE Jeff Weatherford urges people to please stay off the roads. #houwx #houstonweather,JeffSyptak
1259,953406747120754688,"When you stay off the roads, you do the following:

1. You help yourself
2. You help first responders-@SylvesterTurner 

#houwx #houstonweather",JeffSyptak
1260,953406511748993024,City Council meeting will now take place at 1pm tomorrow.-@SylvesterTurner #houwx #houstonweather,JeffSyptak
1261,953406362368737280,.@HoustonTrash pickup will begin again at noon tomorrow.-@SylvesterTurner #houwx #houstonweather,JeffSyptak
1262,953405987481931776,@HoustonMunCourt will reopen on Thursday.-@SylvesterTurner #Houwx #houstonweather,JeffSyptak
1263,953405834591178752,"Please stay off the roads this evening. It is critical for you to stay off the roads. As @FireChiefofHFD will mention, the number of crashes has increased. 

I am asking you, unless it is an extreme emergency, to please stay off the road.-@SylvesterTurner #houwx #houstonweather https://t.co/vnhgEoxkXt",JeffSyptak
1264,953405484148625409,"Houston residents should prepare for very cold temperatures overnight. If you need to access a warming center, call 3-1-1. In addition, all #HISD schools will remain closed Wednesday, January 17, due to continuing inclement weather. #houwx #hounews https://t.co/JGBaKlFr8F",RobertGallegosI
1265,953395119364993024,Chief @ArtAcevedo needed a warm beanie. I had an @astros one in my bag. Looks like a champion! #houwx #houstonsnow #houstonweather https://t.co/nQq5LSgfED,MelissaLovesHOU
1266,953752820473389057,"#Houston has gone through one of the biggest flooding events &amp; now one of the biggest cold spells in our city’s history. We are still standing after both &amp; are still #HoustonStrong.

Thank you to our first responders for all their work.-@SylvesterTurner 

#houstonweather #houwx https://t.co/ceyzjAPl0S",JeffSyptak
1267,953591385713774592,Thank goodness there’s no school today @SanJacCollege. I left my water to drip overnight but now it’s gone @Fox26Houston @SallyMacFox26. #houstonweather #houwx #houstonwx #houstonice #icestorm2018,teamnishaorange
1268,953415601342488576,"1.16.2018 #winterstorm #houston #houwx @ Pasadena, Texas https://t.co/Z2tm6qIfsZ",esmarimar
1269,953389964183695360,#houstonweather #houwx #Pasadena 💜🌨❄️🌬 https://t.co/wWZAyPqCIL,Leslyy1
1270,953370839520628737,We visited a warming center at South Main Baptist Church 4100 S. Main with @houstonpolice Chief @ArtAcevedo Asst. Chief @SatterwhiteLJ &amp; @FireChiefofHFD. @RedCrossHouston here taking care of folks keeping them warm. #houwx #houstonweather #AyDiosFrio18 https://t.co/sdK624zBbv,HoustonTX
1271,953352896736845824,.@houstonpolice Chief @ArtAcevedo Asst. Chief @SatterwhiteLJ and @FireChiefofHFD out at #homeless encampments encouraging the homeless to allow HPD HOT teams to take them to warming centers #houwx #houstonweather https://t.co/bmKM62Q0qy,MelissaLovesHOU
1272,953341369501839360,".@houstonpolice’s @SatterwhiteLJ says HPD HOT Teams, #HomelessOutreachTeam, out making second checks of homeless encampments to encourage them to move to a warming centers #houwx #houstonweather #AyDiosFrio18 https://t.co/OrbhUiJAID",MelissaLovesHOU
1273,953331056270245888,Shout out to our #CEDHOU Charging Station Underwriter for not only keeping us informed during this #WinterStorm but also working on keeping services up &amp; running in this #houstonweather. #houwx https://t.co/WVoyN9CJKe,Hispanic_Forum
1274,953154294517321728,"It is now after midnight. Texas is closed and will not reopen till 12:01am Wednesday, January 17th. @GregAbbott_TX #houwx #txwx https://t.co/IK3KLK6af9",BelmerSooner
1275,953019503373357059,"Hard to believe Houston is about to have its THIRD winter weather event in less than 2 months time. Something that has only happened once before (1973). Still have a lot of winter left, too! #houwx #txwx #WinterStorm",BelmerSooner
1276,954713761901924352,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,IanMckayWx
1277,954710165340807168,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,SunshineMustang
1278,954710103252402176,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,TxDPS
1279,954705107379253248,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,infotechnologi
1280,954693547692830720,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,raulnaomich
1281,954689044377751554,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,CollinMyers_
1282,954686453837156353,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,Robert1288
1283,954674911154524160,"RT NWSHouston ""Areas of dense fog this morning.  #houwx #bcswx https://t.co/2AWGkGv9ms""",notihouston
1284,954674618450825216,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,socialmedia2max
1285,954674465606160384,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,barker_justin
1286,954673814155259905,Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,NWSHouston
1287,954624875922186240,"RT NWSHouston ""Low temperatures tonight are expected to remain in the low to mid 50s across SE TX. Foggy conditions can be anticipated overnight and into the early morning hours lowering visibilities. #txwx #houwx #glswx #bcswx https://t.co/qiPopg5oGD""",notihouston
1288,954624873803984896,"RT NWSHouston ""915 PM Radar Update:  Still some showers over the northern Gulf this evening. Should continue to see these showers shift east overnight. #houwx #glswx #bcswx #txwx https://t.co/vn4Hg4wWqZ""",notihouston
1289,954624871778127872,"RT NWSHouston ""So far, this January has been record breaking!! There have been a total of 11 new records set in the month of January across the Southeast Texas primary climate sites... and there are still 12 more days to go! #txwx #houwx #glswx #bcswx https://t.co/AxTNYgckIg""",notihouston
1290,954566550819917824,Low temperatures tonight are expected to remain in the low to mid 50s across SE TX. Foggy conditions can be anticipated overnight and into the early morning hours lowering visibilities. #txwx #houwx #glswx #bcswx https://t.co/joqEKv41rl,NWSHouston
1291,954558573916360704,915 PM Radar Update:  Still some showers over the northern Gulf this evening. Should continue to see these showers shift east overnight. #houwx #glswx #bcswx #txwx https://t.co/sLANc1m6N3,NWSHouston
1292,954547043355242496,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",ks7000
1293,954513262833553413,"So far, this January has been record breaking!! There have been a total of 11 new records set in the month of January across the Southeast Texas primary climate sites... and there are still 12 more days to go! #txwx #houwx #glswx #bcswx https://t.co/MpuvjOFax4",NWSHouston
1294,954486257811382272,"The outlook for this weekend shows a warming trend, with high temperatures in the 60s and 70s. Expect a chance of rain and patchy fog throughout the weekend. A cold front passes early Monday morning with showers and thunderstorms ahead of it. #bcswx #houwx #glswx #txwx https://t.co/VyS2VGAvWq",NWSHouston
1295,954482474926661633,"The next cold front for #Houston and SE #Texas will arrive late Sunday night. There will be a good chance for rain and maybe a little #thunder, but no severe weather is expected for our area. @Fox26Houston #houwx #txwx https://t.co/R3WY71d6Yv",DrJimFox26
1296,954476829796159488,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,Jm28Jomo
1297,954475721375744002,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,mjk_4mjk
1298,954474057386352640,Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,HellerWeather
1299,954447748308307973,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,starringtexas
1300,954446257271001088,"The winds are turning back from the SE and it's going to be much warmer across SE #Texas and the #Houston area this weekend. Highs will be back into the 70s, &amp; also some on-and-off showers &amp; patchy fog. @Fox26Houston #houwx #txwx https://t.co/SghBbZFrTM",DrJimFox26
1301,954439320265543680,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,ksal_854
1302,954421852327366656,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,IanMckayWx
1303,954420032947310593,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,prettyeyes33333
1304,954417402112106498,See my previous post about 2017 being hottest year on record in #Houston. #houwx #houclimate #txwx #txclimate https://t.co/I0kJObl9jR,HellerWeather
1305,954416849634066432,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mbhakta315
1306,954411732553879552,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mfatah281
1307,954411379909423104,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,claycody12
1308,954410470655455232,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,prison_matt
1309,954409855602831361,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,Jm28Jomo
1310,954407503755927554,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mattlanza
1311,954407349258727424,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,abc13houston
1312,954406699288408064,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,abc13weather
1313,954406372204072960,The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https://t.co/ooVV3Un5mh,HellerWeather
1314,954400325758308352,RT @Unity4aSolution: Please retweet: pets need to be indoors. If it is too cold for you then it is too cold for them.#Houwx #pets #dogs #ca…,shepmalasha
1315,954400305965355009,RT @Unity4aSolution: Good and very relevant information from Unity partner @HoustonPetSet #houwx #pets https://t.co/g4X0bZvb40,shepmalasha
1316,954400247584907264,RT @Unity4aSolution: @ReadyHarris thank you for always reminding the public to bring their #pets inside #houwx #houston https://t.co/96dvhf…,shepmalasha
1317,954397388998938625,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",NathHolt
1318,954387435563159553,From ice two days ago to maybe a few strong thunderstorms by Sunday evening #houwx #hounews #txwx https://t.co/wHcW1Okvkj,JeffLindner1
1319,954383550765322241,I always love to dance in the rain but especially when the forecast calls for temperatures in the 70s! #WeekendWeather #KPRC2 #HOUWX @KPRC2 @KPRC2WEATHER P.S. The weekend won't be a washout check out the forecast ---&gt; https://t.co/xToHUBrebN https://t.co/WMYpo6kDxp,KPRCBritta
1320,954377452834435073,"Guys, it's going to be in the 70s this weekend in #Houston! Throw off those coats and enjoy the sunshine! #KHOU11 #houwx #gimmesomesun #byebyecold #houstonweather https://t.co/5gfVT3zNMk",BrandiKHOU
1321,954356923616423936,"RT @HoustonPubMedia: Galveston faces ‘water emergency’ from frozen pipes, asks residents to conserve water
https://t.co/TgKvuZCqfr
#houwx #…",edelhowlin
1322,954355873215807488,"It seems strange saying this, but it’s much warmer this morning with temperatures in the 40s. Today will mark the beginning of really pulling out of this arctic blast.  It looks like SE #Texas will be in the 70s by tomorrow. @Fox26Houston #houwx #txwx #Houston https://t.co/0S9f2BF8go",DrJimFox26
1323,954354422448119809,"Galveston faces ‘water emergency’ from frozen pipes, asks residents to conserve water
https://t.co/DvnslyQieE
#houwx #frozenpipes https://t.co/6ODu1aiwc9",HPMNews887
1324,954354422355767296,"Galveston faces ‘water emergency’ from frozen pipes, asks residents to conserve water
https://t.co/TgKvuZCqfr
#houwx #frozenpipes https://t.co/GFs7etbqQc",HoustonPubMedia
1325,954344661262401536,Showers and maybe an isolated thunderstorm moving into the area this morning from the S and W. #houwx #txwx https://t.co/AN7ejaVXPg,JeffLindner1
1326,954337658871992321,"We're starting 15° warmer than Thursday across #Houston, and we're headed way warmer than this for the weekend. Details on how warm and rain chances, plus why we expect fog in spots @SpaceCityWX today. #houwx https://t.co/1zVJojvdut https://t.co/VHD7rYoBzm",mattlanza
1327,954290374436155392,Rain chances are going up and so are the temperatures! We are above freezing this morning!!! Let's chat weekend this morning on @KPRC2 Channel 2 News TODAY @KPRC2WEATHER #HOUWX https://t.co/xToHUBrebN https://t.co/NwzVTl5QwB,KPRCBritta
1328,954263086596284416,RT @HoustonTX: Mayor @SylvesterTurner media availability on dangerous freezing weather #Houwx #houstonweather https://t.co/3SnhargKUx,lucasgaonaleg
1329,954222899832999938,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",DrLatekiLewis
1330,954214887789617152,"Coastal trough along the lower TX coast shifts NNE Friday eroding the remaining surface cold dome and bringing a chance of drizzle, fog, showers, and maybe a thunderstorm. At least no freezing rain or sleet! #houwx #txwx https://t.co/MOoiZLBCN1",JeffLindner1
1331,954214161680076800,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",joshuatcarley
1332,954171895225638912,RT @ABC13Miya: Thoroughly iced over 288 overpass at 59 near Downtown. Seriously people. Don’t drive here! #abc13 #houwx https://t.co/cBJ0aB…,CCartwright1971
1333,954167309630889989,THANK YOU @NWSHouston for getting forecast products and briefings out Mon afternoon in a rapidly changing forecast situation. You all deserve this region’s gratitude! @scottao11 @LuchsLikeRain @DReillyWx @jeffryevans @MELlSSAhuffman @lwood10213 #houwx,JeffLindner1
1334,954147861909917696,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",surina1913
1335,954141293059497984,It’s 30 degrees outside and I felt an amazing swimsuit 👙 on sale @Academy was necessary. #HouWX,TheLindaV
1336,954137479547883521,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,badjerry_1
1337,954135130393792513,"RT NWSHouston ""2018 is off to a very cold start. Just how cold has it been? The first 17 days of the month were the tenth coldest on record for the city of Houston and the seventh coldest for Houston Hobby.  #houwx #txwx https://t.co/7SBbLHpEMU""",notihouston
1338,954134900847841281,2018 is off to a very cold start. Just how cold has it been? The first 17 days of the month were the tenth coldest on record for the city of Houston and the seventh coldest for Houston Hobby.  #houwx #txwx https://t.co/5gcmp3LwT0,NWSHouston
1339,954120655074709504,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,Jm28Jomo
1340,954111667113209857,Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/WMKGH69EQe,HellerWeather
1341,954082858490105856,RT @AlertHouston: ⚠️❄️ Hard Freeze Warning in Effect for Houston from 9pm Tonight to 9am Thursday. #houwx #txwx #houstonice https://t.co/Vj…,Myartandshit
1342,954073617033236480,"A final, wrap-up of the #Icepocalypse2018 Let's pray this is the last weather story I write for a bit. #houwx 

https://t.co/gghD5IFdEZ",RobDownenChron
1343,954064172479864833,RT @HPMNews887: UPDATE: List of Wednesday closings due to winter weather https://t.co/6ZuUAI9c5D #houwx #houstonweather #WinterWeather #sch…,sonny_scroggins
1344,954061350862577666,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",spike_6036
1345,954048114259873798,Phew. We are above freezing again...and no freezing temps in the 10-day forecast. I’m going to believe that we are done with freezing temps for the season! #houstonweather #houwx,ksc_2015
1346,954037589195059200,"RT @Fox26Houston: When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",chrisvaldez_12
1347,954031804960460801,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",marahunt
1348,954031146861584386,Who's ready to finally break out of the 30s? High temperatures this afternoon should top out in the low-40s as cloud cover increases throughout the day. #bcswx #houwx #glswx #txwx https://t.co/2OvyMdkIHS,NWSHouston
1349,954030661974753282,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",geeehoe
1350,954028634964221953,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",rapgameDrCrane
1351,954025875045003264,"RT @Fox26Houston: When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",ahntoeknee
1352,954025614012534786,"RT @Fox26Houston: When it's colder in Houston than Anchorage, Alaska... #fox26wx #houwx https://t.co/lyT18v4yg1",SupJoel_
1353,954021336107634689,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",noorhal
1354,954015792991035393,"Good morning Houston!  Yes, we are open today. 
https://t.co/ZkYO6VupAQ
713.837.0311
#MCD #HouNews #HouWx https://t.co/757SomZgwd",HoustonMunCourt
1355,954013283618615296,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",MayraC27
1356,954007504001945601,Still some ice on a few roadways this morning. Use caution especially on those bridges and any areas that don’t get good sun where ice likely didn’t melt yesterday #houwx #hounews,JeffLindner1
1357,954006791528026113,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,JeffLindner1
1358,954006685357658118,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",JeffLindner1
1359,954002156218212353,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,marinagil28
1360,953998963648188416,RT @houstonpolice: Please continue to stay off the roads people! Many are still covered in ice.  #houwx #houstonweather #hounews https://t.…,CaliDreams21
1361,953998918056062976,RT @LFlinn08: lovely #houstonweather #houwx https://t.co/ZOVYSRcENS,__KingAndrew__
1362,953995273243635712,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",jescobar82
1363,953994686842142721,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",CiaoBellllllla
1364,953994158439530498,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",Auchter97
1365,953994024003784704,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,lkjtexas
1366,953993783955292160,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,_amorette_z
1367,953993712186650624,Awww finally the ice is gone and people are sane again #Houston #HoustonIce #houwx #ChiTown,Mr_Chata
1368,953993338000158725,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,SylvesterTurner
1369,953992206649569286,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,HoustonTX
1370,953990459092762624,"Boil water notice issued for parts of Pearland
https://t.co/4gZIGX47RT
#houwx https://t.co/1APTQ46Xvh",HPMNews887
1371,953990459067682816,"Boil water notice issued for parts of Pearland
https://t.co/eAbP4r2P2j
#houwx https://t.co/XohRqikxyy",HoustonPubMedia
1372,953987806363340800,The light is out at South Barker Cypress and Westheimer Parkway. Traffic is backed up for about a mile. #TrafficAlert #houstonweather #houwx @rodryanshow,Cdub350
1373,953983096793288704,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",SheriffEd_HCSO
1374,953983060055330816,RT @HCSOTexas: Icy conditions southbound Southwest freeway at Spur 527.  Use caution in the area.  #houtraffic #houwx,SheriffEd_HCSO
1375,953982099924639744,"RT @HCSOTexas: #houtraffic - #houwx 
 TXDOT reporting icy conditions on N IH 45 @ the Belt - both North bound and South bound lanes  - use…",A53911483
1376,954713761901924352,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,IanMckayWx
1377,954712427286974466,"I see you, Williams Tower.

#houwx https://t.co/UNVQfpSZSv",BillyForney3
1378,954712278322089984,"I tried to grab some of this fog,

But I mist.

#houwx #weatherpuns https://t.co/RC7ob49zTI",BillyForney3
1379,954710165340807168,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,SunshineMustang
1380,954710103252402176,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,TxDPS
1381,954705107379253248,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,infotechnologi
1382,954693547692830720,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,raulnaomich
1383,954689044377751554,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,CollinMyers_
1384,954686453837156353,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,Robert1288
1385,954674911154524160,"RT NWSHouston ""Areas of dense fog this morning.  #houwx #bcswx https://t.co/2AWGkGv9ms""",notihouston
1386,954674618450825216,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,socialmedia2max
1387,954674465606160384,RT @NWSHouston: Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,barker_justin
1388,954673814155259905,Areas of dense fog this morning.  #houwx #bcswx https://t.co/A9RYvzuIvp,NWSHouston
1389,954624875922186240,"RT NWSHouston ""Low temperatures tonight are expected to remain in the low to mid 50s across SE TX. Foggy conditions can be anticipated overnight and into the early morning hours lowering visibilities. #txwx #houwx #glswx #bcswx https://t.co/qiPopg5oGD""",notihouston
1390,954624873803984896,"RT NWSHouston ""915 PM Radar Update:  Still some showers over the northern Gulf this evening. Should continue to see these showers shift east overnight. #houwx #glswx #bcswx #txwx https://t.co/vn4Hg4wWqZ""",notihouston
1391,954624871778127872,"RT NWSHouston ""So far, this January has been record breaking!! There have been a total of 11 new records set in the month of January across the Southeast Texas primary climate sites... and there are still 12 more days to go! #txwx #houwx #glswx #bcswx https://t.co/AxTNYgckIg""",notihouston
1392,954566550819917824,Low temperatures tonight are expected to remain in the low to mid 50s across SE TX. Foggy conditions can be anticipated overnight and into the early morning hours lowering visibilities. #txwx #houwx #glswx #bcswx https://t.co/joqEKv41rl,NWSHouston
1393,954558573916360704,915 PM Radar Update:  Still some showers over the northern Gulf this evening. Should continue to see these showers shift east overnight. #houwx #glswx #bcswx #txwx https://t.co/sLANc1m6N3,NWSHouston
1394,954547043355242496,"RT @mattlanza: Holy sunrise, Houston. #houwx https://t.co/grisPRWQib",ks7000
1395,954513262833553413,"So far, this January has been record breaking!! There have been a total of 11 new records set in the month of January across the Southeast Texas primary climate sites... and there are still 12 more days to go! #txwx #houwx #glswx #bcswx https://t.co/MpuvjOFax4",NWSHouston
1396,954486257811382272,"The outlook for this weekend shows a warming trend, with high temperatures in the 60s and 70s. Expect a chance of rain and patchy fog throughout the weekend. A cold front passes early Monday morning with showers and thunderstorms ahead of it. #bcswx #houwx #glswx #txwx https://t.co/VyS2VGAvWq",NWSHouston
1397,954482474926661633,"The next cold front for #Houston and SE #Texas will arrive late Sunday night. There will be a good chance for rain and maybe a little #thunder, but no severe weather is expected for our area. @Fox26Houston #houwx #txwx https://t.co/R3WY71d6Yv",DrJimFox26
1398,954476829796159488,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,Jm28Jomo
1399,954475721375744002,RT @HellerWeather: Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,mjk_4mjk
1400,954474057386352640,Good afternoon! Here's the #Houston hour-by-hour evening forecast. #houwx #TXwx https://t.co/bV9QSoL1tI,HellerWeather
1401,954458716581105664,Low clouds being tickled from below by Williams Tower today. Light rain and 51° here on Houston’s west loop 610 at 3pm. #houwx https://t.co/TfknholTsf,BillyForney3
1402,954455072582316033,Houston’s sky today has treated timelapse lovers to quite a display. #houwx https://t.co/MO6TMh5FB2,BillyForney3
1403,954447748308307973,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,starringtexas
1404,954446257271001088,"The winds are turning back from the SE and it's going to be much warmer across SE #Texas and the #Houston area this weekend. Highs will be back into the 70s, &amp; also some on-and-off showers &amp; patchy fog. @Fox26Houston #houwx #txwx https://t.co/SghBbZFrTM",DrJimFox26
1405,954439320265543680,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,ksal_854
1406,954421852327366656,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,IanMckayWx
1407,954420032947310593,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,prettyeyes33333
1408,954417402112106498,See my previous post about 2017 being hottest year on record in #Houston. #houwx #houclimate #txwx #txclimate https://t.co/I0kJObl9jR,HellerWeather
1409,954416849634066432,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mbhakta315
1410,954411732553879552,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mfatah281
1411,954411379909423104,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,claycody12
1412,954410470655455232,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,prison_matt
1413,954409855602831361,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,Jm28Jomo
1414,954407503755927554,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,mattlanza
1415,954407349258727424,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,abc13houston
1416,954406699288408064,RT @HellerWeather: The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https:…,abc13weather
1417,954406372204072960,The numbers are in: 2017 was the hottest on record in #Houston. More climate news: https://t.co/eUrs58fEZp #houwx https://t.co/ooVV3Un5mh,HellerWeather
1418,954400325758308352,RT @Unity4aSolution: Please retweet: pets need to be indoors. If it is too cold for you then it is too cold for them.#Houwx #pets #dogs #ca…,shepmalasha
1419,954400305965355009,RT @Unity4aSolution: Good and very relevant information from Unity partner @HoustonPetSet #houwx #pets https://t.co/g4X0bZvb40,shepmalasha
1420,954400247584907264,RT @Unity4aSolution: @ReadyHarris thank you for always reminding the public to bring their #pets inside #houwx #houston https://t.co/96dvhf…,shepmalasha
1421,954397388998938625,"RT @ShesLikeTexas15: Houston right now 
#houwx #snowday #HoustonWeather https://t.co/gWKFevxxAP",NathHolt
